Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,AgeGroup,IncomeBand,TenureGroup,EarlyCareerFlag,YearsWithoutPromotion,RoleTenureRatio,ManagerTenureRatio,CompanyExperienceRatio,OvertimeRiskFlag,SatisfactionIndex,CompaRatio,JobHopIntensity,StagnationRiskFlag
32,No,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,0,26-35,Lower-Middle,2-3 years,0,3,0.6666666666666666,0.6666666666666666,0.5,0,3.25,1.188410719654793,0.42857142857142855,0
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,0,36-45,High,11+ years,0,21,0.3181818181818182,0.4545454545454545,0.9565217391304348,1,3.0,0.9925579730501211,0.0,0
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,0,26-35,Low,6-10 years,0,5,0.6666666666666666,0.1666666666666666,1.0,0,2.0,0.7682328957671835,0.14285714285714285,0
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,0,36-45,Upper-Middle,6-10 years,0,9,0.7,0.4,1.0,1,2.0,1.048474992988943,0.09090909090909091,0
45,No,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,0,36-45,Lower-Middle,6-10 years,0,6,0.7,0.5,1.0,0,1.5,0.7969427707152912,0.09090909090909091,0
31,No,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,0,26-35,Upper-Middle,4-5 years,0,5,0.4,0.6,0.5,0,3.0,0.969053330320167,0.6363636363636364,0
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,0,36-45,Lower-Middle,2-3 years,0,2,0.6666666666666666,0.3333333333333333,0.4285714285714285,1,2.75,0.8474673066922241,1.125,0
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,0,26-35,Lower-Middle,6-10 years,0,2,0.7777777777777778,0.2222222222222222,1.0,0,2.75,0.8585536257375224,0.1,0
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,0,46-55,Lower-Middle,6-10 years,0,8,0.6666666666666666,0.4444444444444444,0.9,0,2.5,1.1521699338199094,0.09090909090909091,0
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,0,36-45,Upper-Middle,6-10 years,0,0,1.0,1.0,0.7,0,2.5,0.9772317624027641,0.18181818181818182,0
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,0,26-35,Lower-Middle,6-10 years,0,7,1.0,1.0,1.0,0,2.25,1.4589607446003587,0.125,0
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,0,26-35,Upper-Middle,11+ years,0,15,0.9375,0.625,1.0,0,2.5,0.946517206359233,0.058823529411764705,0
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,0,26-35,Lower-Middle,4-5 years,0,5,0.6,0.0,0.8333333333333334,0,1.75,0.8863602948183524,0.0,0
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,0,18-25,Lower-Middle,2-3 years,1,0,1.0,1.0,0.6666666666666666,0,3.25,1.1184408856171466,0.25,0
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,1,18-25,Low,0-1 years,1,0,0.0,0.0,0.0,1,3.25,0.5629880492567543,1.0,0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,0,46-55,High,4-5 years,0,4,0.4,0.0,0.1851851851851851,0,3.25,1.0242902322546736,0.10714285714285714,0
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,0,36-45,Lower-Middle,6-10 years,0,10,0.8,0.7,0.9090909090909092,0,3.25,0.5577690680331194,0.0,0
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,0,36-45,High,11+ years,0,4,0.8333333333333334,0.6666666666666666,1.0,0,2.75,1.0629247051974127,0.05263157894736842,0
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,0,26-35,Lower-Middle,11+ years,0,12,0.7857142857142857,0.6428571428571429,0.9333333333333332,0,3.25,0.75386969508028,0.0625,0
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,0,36-45,Upper-Middle,4-5 years,0,4,0.75,0.5,0.4444444444444444,0,2.25,1.048293250053774,0.3,0
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,0,36-45,Upper-Middle,6-10 years,0,6,0.2222222222222222,0.8888888888888888,0.9,0,2.25,0.9163478791212083,0.0,0
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,0,36-45,Upper-Middle,6-10 years,0,7,0.7,0.9,1.0,0,3.0,1.048656735924112,0.09090909090909091,0
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,0,36-45,Upper-Middle,4-5 years,0,5,0.8,0.4,0.5,1,3.75,0.7900377588415077,0.2727272727272727,0
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,1,26-35,High,11+ years,0,7,0.9230769230769232,0.0,0.8666666666666667,0,2.75,1.0497845722821788,0.5625,0
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,0,36-45,Lower-Middle,6-10 years,0,1,0.5,0.875,1.0,0,1.5,1.4123141885752613,0.1111111111111111,0
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,0,36-45,Upper-Middle,4-5 years,0,1,0.5,0.75,0.2222222222222222,1,3.25,0.8092895814847575,0.3157894736842105,0
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,0,36-45,Upper-Middle,6-10 years,0,10,0.7,0.2,0.7142857142857143,1,2.75,1.0437496766745535,0.26666666666666666,0
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,0,46-55,High,2-3 years,0,0,1.0,1.0,0.0869565217391304,0,3.0,0.9805348785841069,0.08333333333333333,0
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,1,26-35,Upper-Middle,2-3 years,0,0,1.0,1.0,0.2857142857142857,1,2.75,0.9886815673184001,0.75,0
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,0,18-25,Lower-Middle,6-10 years,0,5,0.5,0.5,1.0,1,2.75,1.3491619281105138,0.14285714285714285,0
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,0,26-35,Lower-Middle,2-3 years,1,3,0.6666666666666666,0.6666666666666666,0.6,0,2.25,1.2619687503097545,1.1666666666666667,0
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,0,26-35,Low,4-5 years,0,3,0.5,0.5,0.6666666666666666,0,3.25,0.9257547272673206,0.2857142857142857,0
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,1,36-45,Low,4-5 years,0,4,0.5,0.75,0.4,1,1.25,0.7772033873104714,0.2727272727272727,0
29,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,0,26-35,Upper-Middle,4-5 years,0,4,0.4,0.8,0.625,0,3.0,1.0666492865058252,1.0,0
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,0,36-45,Upper-Middle,2-3 years,0,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,2.25,0.815706855699174,0.4,0
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,0,18-25,Upper-Middle,6-10 years,0,7,1.0,1.0,1.0,0,3.25,0.9461537204888953,0.125,0
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,0,36-45,Upper-Middle,4-5 years,0,4,0.8,0.0,0.7142857142857143,0,3.0,0.9623288417189206,0.5,0
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,0,46-55,High,4-5 years,0,3,0.5,0.5,0.1481481481481481,0,2.0,1.0586448468754734,0.10714285714285714,0
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,0,46-55,High,11+ years,0,13,0.7857142857142857,0.7857142857142857,0.7368421052631579,0,2.75,1.3516001833506919,0.25,0
20,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,0,18-25,Low,2-3 years,1,0,1.0,1.0,1.0,0,2.5,0.9985951185988191,0.3333333333333333,0
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,0,26-35,Upper-Middle,11+ years,0,4,0.7272727272727273,0.8181818181818182,1.0,0,3.0,0.9874093667722182,0.08333333333333333,0
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,0,36-45,Low,4-5 years,0,3,0.75,0.75,0.2666666666666666,0,2.25,0.722303979065549,0.125,0
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,0,46-55,High,11+ years,0,13,0.7333333333333333,0.8,0.5,1,2.75,0.9008124006252886,0.06451612903225806,0
36,No,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2,0,36-45,Lower-Middle,2-3 years,1,2,0.6666666666666666,0.6666666666666666,0.75,0,3.25,0.7949435984284341,0.0,0
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,0,36-45,Upper-Middle,4-5 years,0,5,0.8,0.8,0.3846153846153846,0,2.25,1.2434851624250907,0.42857142857142855,0
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,0,46-55,High,6-10 years,0,6,0.8,0.7,0.2777777777777778,0,2.75,1.1239837386006215,0.08108108108108109,0
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,0,36-45,High,11+ years,0,8,0.7142857142857143,0.7857142857142857,1.0,0,2.5,1.1354003070461804,0.06666666666666667,0
35,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,1,26-35,Lower-Middle,11+ years,0,5,0.8181818181818182,0.6363636363636364,0.8461538461538461,1,3.25,0.8325643860083806,0.21428571428571427,0
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,0,36-45,Lower-Middle,11+ years,0,11,0.8461538461538461,0.6923076923076923,0.6842105263157895,0,4.0,0.8605527980243795,0.35,0
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,0,26-35,Lower-Middle,6-10 years,0,10,0.0,0.9,1.0,1,1.75,0.7609576695518642,0.09090909090909091,0
33,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,0,26-35,Upper-Middle,6-10 years,0,6,0.3333333333333333,0.6666666666666666,1.0,0,3.5,1.0004948581043736,0.14285714285714285,0
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,0,26-35,Upper-Middle,6-10 years,0,8,0.5555555555555556,0.6666666666666666,0.9,0,2.75,0.9941338553734648,0.0,0
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,0,26-35,Upper-Middle,6-10 years,0,10,0.0,0.2,1.0,0,2.25,0.9952243129844777,0.09090909090909091,0
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,0,46-55,Low,2-3 years,0,0,1.0,1.0,0.1176470588235294,1,2.25,0.9282664648994412,0.2222222222222222,0
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,0,36-45,Low,4-5 years,1,1,0.75,0.75,1.0,0,2.75,0.8755199746249078,0.2,0
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,0,46-55,High,2-3 years,0,2,0.6666666666666666,0.6666666666666666,0.1034482758620689,0,2.5,1.030200176341623,0.2,0
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,0,46-55,High,6-10 years,0,8,0.875,0.0,0.3478260869565217,0,2.5,0.9919514470296659,0.16666666666666666,0
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,0,36-45,Upper-Middle,2-3 years,0,2,0.0,1.0,0.0952380952380952,1,3.5,0.721383110896797,0.13636363636363635,0
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,0,18-25,Low,2-3 years,1,2,1.0,1.0,1.0,0,2.25,0.9788600372035855,0.3333333333333333,0
33,No,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,0,26-35,Upper-Middle,6-10 years,0,5,0.8333333333333334,0.3333333333333333,0.8571428571428571,1,3.25,0.9755960759862448,0.125,0
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,0,36-45,Upper-Middle,2-3 years,0,3,0.6666666666666666,0.6666666666666666,0.3,0,2.0,0.9717794743476994,0.5454545454545454,0
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,0,36-45,Lower-Middle,2-3 years,0,0,1.0,1.0,0.25,1,2.75,1.1464288192322052,0.4444444444444444,0
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,1,18-25,Lower-Middle,4-5 years,1,4,0.8,0.4,1.0,1,2.75,1.4313316306470318,0.16666666666666666,0
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,0,36-45,Lower-Middle,0-1 years,0,0,0.0,0.0,0.0,0,3.25,1.1862578016844039,0.875,0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,0,46-55,Upper-Middle,4-5 years,0,3,0.75,0.5,0.3636363636363636,0,3.0,0.7135397757458434,0.25,0
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,1,46-55,Low,6-10 years,0,2,0.7777777777777778,0.7777777777777778,0.4736842105263157,1,3.25,0.9526662018971845,0.1,0
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,1,26-35,Low,0-1 years,1,1,0.0,0.0,1.0,0,2.5,0.4998357887920068,0.5,0
26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,0,26-35,Low,6-10 years,0,2,1.0,1.0,1.0,0,3.5,0.9221665306500054,0.125,0
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,0,46-55,Lower-Middle,4-5 years,0,3,0.5,0.5,0.5,0,2.5,1.2691451435443848,0.5555555555555556,0
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,0,26-35,Lower-Middle,11+ years,0,11,0.6666666666666666,0.8666666666666667,1.0,0,3.25,0.7244273395829306,0.0625,0
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,0,56+,High,0-1 years,0,1,0.0,0.0,0.0526315789473684,0,3.5,1.1085586551665974,0.15,0
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,0,26-35,Low,11+ years,0,12,0.7857142857142857,0.9285714285714286,1.0,0,2.75,0.7276862739915217,0.06666666666666667,0
37,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,0,36-45,High,6-10 years,0,5,0.5,0.5,1.0,0,3.0,1.7311014574830441,0.14285714285714285,0
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,0,26-35,Lower-Middle,6-10 years,0,2,0.9,0.7,1.0,0,2.75,1.050982789211621,0.09090909090909091,0
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,1,18-25,Low,2-3 years,1,3,0.6666666666666666,0.6666666666666666,1.0,1,3.0,0.8163147304392071,0.25,0
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,0,36-45,Upper-Middle,6-10 years,0,2,0.875,0.875,0.8888888888888888,1,3.0,0.80256672278394,0.1,0
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,0,26-35,Upper-Middle,4-5 years,0,4,0.8,0.8,0.8333333333333334,1,3.0,1.7689809323363916,0.0,0
43,No,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,0,36-45,Upper-Middle,6-10 years,0,2,0.9,0.8,1.0,1,3.0,1.4261368122697582,0.09090909090909091,0
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,0,18-25,Lower-Middle,4-5 years,1,5,0.6,0.8,1.0,0,3.25,1.579165331280418,0.16666666666666666,0
41,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,0,36-45,High,6-10 years,0,2,0.8,0.7,1.0,0,3.0,0.9413020796098985,0.09090909090909091,0
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,0,26-35,Lower-Middle,4-5 years,0,4,0.6,0.4,0.5555555555555556,0,3.25,1.0671296739895393,0.9,0
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,0,36-45,Lower-Middle,11+ years,0,7,0.5384615384615384,0.5384615384615384,0.7647058823529411,0,3.0,0.8182066941300435,0.16666666666666666,0
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,0,36-45,High,11+ years,0,9,0.6521739130434783,0.1739130434782608,0.92,0,3.0,1.0948073532785618,0.11538461538461539,0
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,1,18-25,Low,0-1 years,1,1,0.0,0.0,1.0,0,3.25,0.557964573992513,0.5,0
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,1,46-55,High,11+ years,0,9,0.217391304347826,0.4347826086956521,0.92,0,2.5,0.8343770023262733,0.2692307692307692,0
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,0,26-35,Low,2-3 years,1,3,0.6666666666666666,0.6666666666666666,1.0,0,3.5,0.8270793202911527,0.25,0
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,0,36-45,High,11+ years,0,13,0.2857142857142857,0.2857142857142857,1.0,0,3.0,1.0774144594046127,0.045454545454545456,0
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,0,26-35,Lower-Middle,4-5 years,0,4,0.4,0.6,0.5,0,1.75,1.2318278987243068,0.5454545454545454,0
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,0,26-35,Lower-Middle,4-5 years,0,5,0.4,0.6,0.8333333333333334,0,3.25,1.2476159638404938,0.14285714285714285,0
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,0,36-45,Upper-Middle,2-3 years,0,2,0.6666666666666666,0.6666666666666666,0.3,0,2.5,1.1686070731355354,0.5454545454545454,0
